Soil Moisture,Temperature,Fertilizer Use,Rainfall,pH Level,CO2 Emissions,N2O Emissions,Crop Type_Rice,Crop Type_Soybean,Crop Type_Wheat,Soil Type_Loam,Soil Type_Sand
28.727005942368123,19.341020461667462,18.474167855179324,191.02775804086568,6.408425286980362,93.95680848210164,183.39246406102305,0,0,0,1,0
57.53571532049581,18.322802405785083,12.150745917604011,139.43109571396445,5.268100767880714,276.6235160335964,66.71548074702788,0,0,0,0,0
46.59969709057025,14.403847812571502,120.83839014873281,109.93437377589295,5.900887103844273,205.6013265483506,88.70657801455012,0,1,0,0,1
39.93292420985183,25.181666752537197,193.22326449855098,75.21298417242774,7.39345716440327,353.53372385364435,179.66232206955763,0,0,1,0,1
17.800932022121827,21.915604012715722,100.5442617909448,132.4523792960985,8.378847639136463,765.7816521188395,280.054843929664,0,0,1,1,0
17.799726016810133,31.64252480810009,10.303045187861027,241.79157757598182,6.3751469404043615,950.192027944072,307.1233558868399,1,0,0,0,1
12.904180608409973,10.802739512051456,44.24373121549123,253.2068085247304,7.244186497242289,878.8700156347843,466.1777846486644,0,1,0,0,0
53.308807288746756,26.096698188878158,48.95858128315413,287.40165572633265,8.404752080447741,841.1657425182915,152.61023446069404,1,0,0,0,0
40.05575058716044,29.07372196278903,67.57142582739,87.18499573330203,7.599167682038703,417.4706815888578,54.64745794853343,0,0,0,0,0
45.40362888980228,28.987164229707677,8.720676717242526,195.1192516212058,4.540522547699867,801.8187016006626,268.8290670735441,0,0,1,0,0
11.029224714790121,32.15184917738813,180.97854009958326,208.13368444121969,8.242162563743898,777.1509379434569,33.29834747687943,1,0,0,0,1
58.49549260809972,28.22584357073735,103.11278894429906,57.39970020997487,7.966266235421625,247.53069360952563,82.80950186012309,1,0,0,1,0
51.622132040021086,33.195251541192405,134.1861585908218,110.06457387723417,5.584451516016779,262.39546629706814,277.0676093808638,0,0,1,1,0
20.61695553391381,18.316414995522287,13.434567379001795,102.67705701960587,5.226205544307715,498.99380770008463,462.23602629073133,0,0,0,1,0
19.09124836035503,22.580235418788575,10.82309356072988,295.7729984220742,8.09689703584872,963.4776287522333,97.77423336805674,1,0,0,0,0
19.17022549267169,10.351991582072268,117.29355440810944,287.5135689364705,7.254763219528854,107.90172895235483,181.24908874606464,1,0,0,0,1
25.212112147976885,10.17393968258228,177.4592021008416,246.53036995348788,5.447963322486562,988.3997911616103,221.4272284532851,0,1,0,0,1
36.2378215816119,16.003165511287996,105.6964001919094,141.85078658867673,7.355527260057281,158.92955120233577,476.7497304817965,0,1,0,0,1
31.597250932105787,12.52017992847713,175.5638345140143,79.22154414493362,6.900899348026481,485.61044323922897,367.8074933128218,0,0,1,0,1
24.561457009902096,16.50528419839384,162.19825461104787,274.7892727461484,5.736860211925093,303.97184163535405,166.07610906265617,0,0,1,0,1
40.59264473611897,14.426082363209936,15.170757158984149,80.41308062538943,6.727091406432599,419.75372854306636,135.68323891103466,0,0,0,0,1
16.97469303260209,10.713000620966206,40.39149487713798,156.5829054476468,6.609069910590412,957.8335300217443,259.2523504351987,0,0,0,1,0
24.60723242676091,32.732603660151234,131.5421338310685,73.52175677296903,6.539097119207228,631.8022366803258,190.68892415643936,1,0,0,0,0
28.318092164684586,10.205578284722288,88.70027651000831,291.3773677874601,6.569466192432845,297.5118962394806,308.3991199442143,0,1,0,1,0
32.8034992108518,28.402053608427135,58.13996272938411,12.528482438110466,4.501621420761342,628.4270282844981,267.3776801142874,0,0,0,0,1
49.25879806965068,13.803697172987913,83.72677120959582,52.304945472343746,5.574533653409951,452.1541661850743,16.882642153386364,1,0,0,0,0
19.98368910791799,32.80574054999,89.03992925412687,229.51477177207548,6.223468146779039,943.3599419533832,37.237621092686304,1,0,0,0,0
35.71172192068058,32.319898489747146,182.1104501643193,45.4335860346814,5.0090132852722515,352.84497182500763,67.02483431894157,0,0,1,0,0
39.620728443102124,26.347528659231433,20.691656740990606,293.8048631007356,7.49665784154876,584.4746209904073,325.3746338586437,0,1,0,0,0
12.322520635999886,26.805853745015128,55.946149361523,96.40569444240342,7.887548078900246,849.4217393798291,488.6252518782995,1,0,0,0,1
40.37724259507192,10.133478549242213,107.51296331654278,275.59384801746705,7.771088751556122,958.8425389316284,226.31028411150245,0,0,1,0,1
18.526206184364575,34.62178915284005,139.65738532611834,198.68349037448795,6.3385469702694115,799.1680455821212,74.69793947509967,1,0,0,0,0
13.252579649263975,31.94581508939536,126.12745779184873,190.23524677468586,7.26280748665097,935.5346224622712,305.02252581493684,0,1,0,0,1
57.44427686266666,32.3776556432523,188.3285475474789,274.61173465981415,4.807544595701253,463.77534727189084,312.7046422640088,1,0,0,0,0
58.28160165372797,26.481113426271797,159.12178496389464,153.98379967569826,5.2975853226262455,764.5005915744487,377.87775614456,1,0,0,0,1
50.419867405823055,18.619673216363413,111.41536839488606,120.2334092664023,4.687756966260909,94.64963055478137,354.9149230273068,0,0,0,0,0
25.230688458668535,32.341216227262024,42.9365383347015,65.28682662177971,8.361760887095294,593.8134191231625,343.92122443820386,0,0,0,0,1
14.883605700319194,17.28792320377981,90.17484628044797,43.36085835312896,6.79725015703406,13.50295397076584,362.4198205731858,0,0,1,1,0
44.211651325607846,24.06778858355507,138.67644883889548,237.5306443408965,5.200960078438136,260.04652482762856,409.6125433362414,1,0,0,1,0
32.007624686980066,12.49327430859706,167.59243496721697,38.38149759600724,7.330181821087553,665.5596972309154,447.72899713473595,0,0,1,0,1
16.10191174223894,33.04889075331876,191.94724488447747,118.2052656728432,6.456515189246058,171.56212688627525,1.7030847397259685,0,1,0,0,1
34.758845505563514,13.519261444280334,121.09055322758353,122.76504888586699,6.2370305215005954,200.14239172145187,333.1099665626296,0,0,1,1,0
11.71942605576092,15.622420143260182,105.38387346088649,199.34981350581575,8.15381272589877,61.718420262772746,470.60661882503496,1,0,0,0,1
55.4660201039391,23.953353953205372,3.5383846242296624,83.55435215756752,7.332824332295512,747.3879900131959,378.93517743084124,0,0,0,0,0
22.938999080000848,29.102325005324538,14.419813830035988,251.46868146294054,7.262634780110787,447.94502531728364,40.684040019983215,0,0,0,0,1
43.1261142176991,25.483782648407473,31.220999527480053,62.245245648318324,4.8892348010129165,887.949676509632,368.1577496649359,0,0,1,0,1
25.58555380447055,15.803347820003903,10.951986237925615,236.7445964798178,4.86811474235744,362.25920877714236,126.29816521269738,0,0,0,1,0
36.00340105889054,10.023576063187258,80.1726477609853,254.92775232644263,7.157733156606591,435.2569950732832,92.02805876152232,1,0,0,1,0
37.33551396716398,28.92876450768598,67.37570902777443,57.95419207216065,5.1259621330271425,494.92095322529275,101.60052454395819,1,0,0,0,1
19.242722776276352,34.630183147777345,127.47083157367858,242.82475020805518,6.313013873507241,860.9101194035846,486.0672673478123,0,1,0,0,0
58.47923138822793,30.24782800765226,107.13302158668054,214.12204446098042,6.77922033981416,292.1864038593619,329.556716824936,0,0,0,0,1
48.75664116805573,21.50516545391538,119.19415187757194,262.31337153963904,6.052362448801632,51.57956784198314,488.9276208799008,0,0,0,0,0
56.97494707820945,32.594181534977665,94.39544058753083,152.99049515626,4.840618490492467,627.1913914331922,423.59760158232956,0,1,0,0,0
54.74136752138244,20.24619182795875,55.547429710851425,70.15695236138222,7.473403283508946,825.700893939893,462.44802847956896,0,0,1,0,1
39.89499894055426,23.12335210608669,190.5650629892954,273.6119210186833,8.040127904718513,556.2573891590055,277.46944322918785,0,1,0,0,0
56.093711751155844,21.92824418489208,17.281831952027794,237.0130850725078,5.146733298768777,320.47810346736793,174.37015163600432,0,0,0,1,0
14.424625102595975,21.190596816638124,187.77819989306144,6.295611569542913,7.916414353559576,630.4693675732336,369.2670556554995,0,0,1,0,0
19.79914312095726,29.379769232347645,62.24760937294693,281.82407588834474,7.654783805647819,991.0032284048672,9.032828495211087,1,0,0,0,0
12.261364445526903,23.1692226817373,102.53228907345948,284.55757759482987,6.7554410964416345,574.0417679909308,321.87498434407433,1,0,0,0,0
26.266516538163216,17.9179280506304,21.768464565509227,106.59123923295411,6.884401348869302,315.21641711353897,478.242284927601,0,1,0,1,0
29.4338644844741,16.453954191461957,14.186213674201852,3.005477182274696,7.106272447318949,243.61554696838573,422.9317286276585,1,0,0,1,0
23.567451588694794,10.943682924185834,85.90908974372059,165.76119636301658,6.599045858838107,998.2266928884497,94.73206589395517,0,0,0,0,1
51.436875457596464,24.579879047076147,148.33947527593563,274.1027319283055,7.877370923578484,850.4219136449527,64.02088750293188,0,1,0,0,0
27.837666334679465,15.749035385025856,53.87295550970978,37.33208507913327,6.396394657475522,279.48553071065396,413.240366018369,0,0,0,1,0
24.046725484369038,13.703348050409577,112.46957778706401,177.15290617731657,6.688210723622391,262.4460917419019,26.695292294870608,0,0,0,0,0
37.13480415791243,26.345749095691943,55.73006810456367,219.5307840628958,4.647061613696666,803.670193683638,497.6528733788186,0,0,1,0,0
17.046211248738132,27.03023144553872,77.72261217860816,40.4069581571626,5.220278688952737,992.2853483468134,233.69969389559841,0,0,1,0,1
50.109849037701984,28.803872306441647,181.28926369476494,153.98202289543607,8.115111947469446,465.60320994422,463.796278307704,0,0,1,0,0
13.72753218398854,22.589422408464785,171.16792509898391,26.641282150539602,4.986288381790173,227.26557236902622,405.6385897394856,1,0,0,1,0
59.34434683002586,32.351365130097165,103.20350868352597,167.43785212019867,8.116197909753625,230.34359394899363,348.68594942347033,0,0,1,0,1
48.61223846483287,33.408568834955695,47.62112549441575,132.63468252272475,7.043697262887186,797.3516730008329,102.8784301124856,0,0,0,0,1
19.93578407670862,30.184273494812235,38.636782546604564,79.40940699130563,8.18049492250887,605.016931350749,42.82618159811585,0,1,0,0,0
10.27610585618012,25.88983705020468,190.81747060714284,255.92416175406515,7.757223491569114,633.7512554385411,327.8332276523933,0,1,0,0,0
50.77307142274171,17.59302383977972,40.543319302137505,114.53684310725686,7.961133840906253,194.32550470990674,94.8704454305313,0,0,0,1,0
45.34286719238086,34.57362304050553,161.63366218250783,209.9451234414251,6.597531615337193,130.473484052543,414.3566513914107,1,0,0,0,0
46.45035840204937,16.85340417979846,73.79404190710746,237.2048003726064,7.801193220060995,10.640841025823855,33.54567908697248,0,1,0,1,0
48.56351733429729,15.066423049760775,197.13196951164767,53.58837012563512,6.342111040596992,915.202259129502,261.9272152061412,0,0,0,0,0
13.702232586704518,21.05385284466457,73.63114807255758,35.73405086209532,4.676691708143485,354.98975022155867,211.02426383766849,0,0,0,1,0
27.92328642721363,11.421014267809712,70.30332498214523,2.3505519338580583,7.105433132347261,757.9760317490709,462.43167466067706,0,0,0,0,0
15.793452976256486,34.462361616794766,127.49272577552462,91.7423667598796,7.413812862840389,884.4580359452289,449.2516760568206,0,1,0,0,1
53.155171293779674,24.710838910410622,192.30336132536385,244.7867047253583,4.9061949100466125,598.5653219855216,360.14983485928843,0,1,0,1,0
41.1649063413779,23.92380229160438,195.2419211592866,231.82974860580487,7.7636278192776205,424.2570722812178,377.6586159868058,0,0,1,0,1
26.54490124263246,26.394906997492996,141.44122929339704,261.54178232921936,4.800695131708553,38.66793597783125,353.2660590897318,0,0,1,0,1
13.177917514301182,22.42559119443017,150.92127312727072,228.18006097398845,6.266456473630387,337.12818185214275,337.39960928940127,0,0,0,0,1
25.549116085783112,10.80158792736354,112.68043519460554,7.197472036518593,6.451694876645577,321.6274816226845,498.4725834639489,0,0,0,0,1
26.259166101337353,25.30778222100992,151.15514782646636,115.65529168261425,4.647027636298912,566.3465338340231,368.03375611442414,0,0,0,1,0
46.480308916903205,27.904346923910765,171.9559309940993,1.7781680795643906,4.763218223989972,764.0671146212768,472.7907081788557,0,0,0,0,0
